breddegrad;lengdegrad
60.56916;5.224165
69.19666;17.99666
69.01717;16.551
59.24127;5.51395
62.10033;7.18435
69.61433;18.93666
62.91666;6.95
60.05466;5.51983
59.60234;5.75581
58.57733;5.136265
68.235;14.57366
62.0715;5.20383
71.00083;23.89683
66.6715;12.83483
30.64166;-87.93166
63.49667;9.438165
30.38333;-88.81933
62.4728;6.129165
68.2255;14.53678
68.91216;15.06567
60.69967;4.75633
69.64967;18.981
70.95866;25.44016
51.41983;3.573665
67.40833;13.89615
58.53315;5.229115
61.29916;7.31183
63.15166;7.95
49.678;-123.1762
65.7135;12.45916
11.60533;43.12583
59.16666;5.83333
63.085;7.46
69.77637;20.60443
59.3035;5.22233
66.36445;12.61765
60.08533;5.9695
66.89933;13.53716
61.62531;5.291975
59.97025;5.34174
66.371;12.555
61.73033;4.955
59.05933;5.90533
61.72833;4.83
70.23333;22.34
64.156;10.15583
61.60466;5.01778
68.87583;16.50133
70.99133;24.6895
69.325;16.13833
64.93166;11.46333
60.76667;5.725
60.79333;5.086665
65.98087;12.2754
65.426;12.15316
68.11916;13.5575
51.43633;3.607165
59.06166;10.96
60.22496;5.16708
59.23983;5.880165
59.1175;10.45417
59.15533;10.43616
63.69083;8.81683
70.702;30.095
68.99083;15.618
70.72417;23.80833
62.92333;8.1505
69.418;17.15783
62.88699;8.52602
60.34666;5.188
61.6055;5.05833
56.71371;10.38332
64.75056;11.39483
59.25666;11.03417
55.05666;10.62167
58.105;6.1
69.235;17.955
60.39666;6.71083
69.55717;18.7235
63.687;8.806
62.725;6.976665
69.6;17.81667
68.19167;15.505
70.98544;26.25958
66.5695;12.82433
64.856;11.23633
66.00148;12.30625
67.49011;12.05371
29.83833;-93.95167
59.49;10.60833
62.84467;6.778165
60.25033;5.235665
59.00766;11.02516
59.05933;5.90533
59.20066;5.824165
58.94917;5.445165
59.815;5.66
59.81783;5.2755
58.98333;5.72833
67.15983;13.75966
70.491;27.9725
62.95667;6.98533
6.35;10.81333
64.70683;11.142
78.77467;15.59133
21.54077;91.7565
58.99166;5.805
58.98933;11.13817
63.8765;9.1135
53.83667;9.33
78.22021;13.87617
60.26703;5.175105
59.14033;10.70916
64.74716;11.386
57.90033;9.421665
64.45216;11.50616
62.35817;6.9345
63.55578;8.3465
64.7675;11.504
64.13333;10.1
65.72632;12.47071
67.70966;13.43567
67.035;14.02166
66.225;12.91833
69.61667;17.89333
63.085;7.45833
65.9685;12.45732
61.85833;6.07433
61.59233;4.98383
60.12666;4.98333
69.23766;17.96749
71.00033;23.89617
67.13667;13.97833
69.19216;16.87317
70.855;29.08666
65.97666;12.275
51.64933;-9.5935
67.65;12.71625
68.93671;14.92587
64.25;10.3
65.91733;12.3705
61.375;5.02333
68.07632;13.17162
59.05033;9.7055
64.85667;11.275
66.36;12.36666
63.87;8.55
68.05733;13.535
64.855;11.235
66.69966;13.11
67.15166;14.00167
70.24167;23.39
63.28667;7.786665
62.96516;7.024665
63.65;8.761665
60.01833;5.275
61.60117;5.02383
55.16616;11.211
60.80571;4.79725
58.8805;5.46583
63.7995;8.681265
64.515;11.26317
68.31618;15.18511
61.90833;5.721
61.87;5.326665
71.00266;23.899
59.82;5.756
59.42366;5.2345
64.4745;10.706
62.66;6.685
61.59666;4.966665
59.09666;11.25833
67.05833;13.82833
61.10316;4.70333
62.83316;8.1305
66.74333;12.85666
65.2;12.24166
67.675;12.61833
63.85442;9.68735
67.65016;12.70983
67.90833;15.11833
70.78833;28.665
62.58333;6.238665
59.33516;5.305
65.47133;12.202
69.97;20.04333
67.06883;14.01833
70.33334;31.01667
64.97333;11.15833
61.71833;4.791665
59.30833;8.80833
66.075;12.58667
58.11666;8.016665
63.74133;8.519665
61.59333;4.94333
61.2215;4.967165
65.71333;12.455
68.42046;15.99435
70.973;25.9545
58.81631;9.43258
79.92166;32.16666
68.93833;16.67
65.98;12.15166
62.37;6.205
70.25333;23.26
59.88833;5.51983
70.86;29.125
65.93183;12.32432
59.11218;10.42183
71.07667;24.05667
68.12666;13.425
67.163;14.0625
67.6425;12.71667
70.92166;25.61833
63.11365;7.73663
68.225;14.57
59.90166;10.69333
61.108;5.27583
60.72;4.861665
71.05316;28.26666
64.48333;11.285
59.43666;5.08833
61.11666;5.216665
63.33167;7.552165
1.88645;106.976
58.04283;7.78333
70.95667;25.29217
61.285;4.816665
70.475;22.525
4.020665;9.6545
60.22667;5.16833
69.79276;20.96149
62.80833;6.54833
62.46;6.12
61.11;5.275
64.84333;10.80333
68.72166;15.48833
63.95;10.18417
68.36;15.00983
65.49333;12.225
65.4708;12.20464
58.9755;5.753165
65.46333;12.1145
66.50117;12.12433
67.35932;15.58482
69.21667;16.63333
56.45712;10.05585
70.98833;21.7
58.44167;5.986667
69.98167;14.94166
62.33663;5.74295
65.92017;12.1325
60.70833;4.853333
60.8;4.8
59.73167;5.706665
58.87067;9.5419
67.63167;12.74333
69.65166;18.16333
34.44833;133.7493
62.33;5.741665
65.99667;12.39167
66.0105;12.265
69.895;19.45333
66.1745;12.394
67.85318;14.78815
60.32;5.153333
2.848833;101.0047
69.62917;18.00183
65.935;12.38056
67.65334;12.72017
58.4275;5.986665
62.5;6.133332
63.72583;9.9885
60.93833;6.91
67.64833;12.725
70.03167;20.845
65.99834;12.26533
64.40166;10.44167
66.50833;13.3
61.223;4.983333
61.35;5.016667
69.23666;17.95667
60.78667;4.800665
60.2418;5.21983
62.33333;5.74
60.3285;5.15455
66.132;13.57533
56.68339;8.231249
52.46667;4.625
62.293;7.281
71.0845;24.11783
59.15333;5.423333
70.885;24.35333
58.98567;9.812
34.75667;119.545
68.63167;16.601
60.225;5.291667
63.535;7.79
65.75333;-14.82333
62.33333;5.728333
79.72;26.65
59.41167;5.255
62.32167;5.266667
68.48333;15.2
78.16666;15.08333
68.22;14.845
66.182;12.871
68.205;14.475
60.26667;5.275
70.93333;27.33333
78.84717;11.792
60.64333;4.82833
62.80933;6.538
59.425;5.22
66.36833;12.37167
59.75;5.458333
58.85;9.433333
58.91667;6
63.80243;8.696867
63.67;9.026667
60.22617;5.181167
43.54483;10.29266
59.88667;5.573333
66.15193;13.0741
58.03783;6.87383
63.09949;7.292745
63.14117;7.920166
59.16833;5.453333
59.85533;5.554665
58.4735;5.867667
68.074;13.70817
67.8345;14.77767
66.20333;12.96667
61.86666;5.233333
56.65167;12.84833
66.92416;13.474
69.23634;17.956
66.57946;12.98097
69.23717;17.97
58.47633;5.878
61.88667;5.166665
66.84;13.60833
54.64;20.02667
55.36267;13.1515
67.75833;14.5
62.2599;7.869983
68.825;16.6
70.94167;27.34167
58.83925;9.480917
67.65005;12.71875
61.6;5.033333
68.21;14.19666
53.88334;9.133333
67.825;14.72266
62.8;6.75
69.98666;18.48833
68.09417;13.20583
67.66333;12.70667
63.68333;9.666667
71.08617;24.7075
62.3091;5.574467
69.555;18.752
69.256;17.983
65.92683;12.43567
64.97667;11.59167
59.49333;5.2
63.82333;8.638
63.869;8.6605
62.37091;6.42025
65.6765;12.132
66.71667;13.20117
59.44;10.49833
69.33483;16.17183
64.90166;11.3395
68.64992;12.72192
63.58033;9.508333
61.17167;7.256166
58.87148;9.544
58.99425;11.03566
61.86666;5.216665
59.305;5.3345
58.36666;11.42667
58.81667;9.471665
58.86825;9.44135
63.85183;23.00383
62.77167;6.97
59.00599;10.52108
59.922;29.99133
63.24;8.133333
61.3385;5.042167
67.30367;14.72417
60.1425;5.424167
65.47066;12.20117
61.93;5.023334
61.15556;5.01835
60.14;5.078333
59.46667;5.218333
69.64167;17.99333
60.33833;5.191667
69.087;17.4155
59.07483;10.9675
69.63333;18
63.0605;7.6685
66.63116;13.21
68.33666;14.96167
60.55;5.236667
62.9095;6.893667
59.425;5.233333
60.47083;5.237333
62.34;5.625
66.57667;13.06167
59.85283;10.49183
63.13334;8.433333
70.12192;21.3105
59.15633;10.95667
69.65333;18.97383
62.9055;6.906833
60.12317;5.206167
60.47166;6.902
59.30213;4.757527
70.87334;25.50333
58.93333;11.09333
60.78683;11.06733
59.84067;10.63567
22.95186;70.24567
59.25267;5.4445
63.0755;7.7097
70.01633;18.603
64.52016;10.8955
65.225;11.0025
63.99866;9.177665
69.10433;15.97483
66.49342;12.10081
79.99184;18.27667
61.1195;5.02583
59.29667;8.728333
63.13667;8.436666
61.58533;4.982
68.31628;14.9893
64.599;11.45217
70.986;28.52167
63.45116;10.20216
68.97;15.87667
59.05733;9.690331
67.37334;15.575
59.2005;5.918
45.225;-74.25267
64.805;11.12167
69.75283;19.113
67.50484;12.0725
63.64417;8.858666
70.97666;24.55967
58.815;9.478332
68.81;15.43167
68.70533;15.41722
65.75341;12.24741
70.72283;29.45583
59.11167;5.471667
57.59133;9.955832
66.59167;12.90233
68.1575;14.6565
68.03667;15.28833
63.44;8.721666
30.12013;-91.02807
64.85567;10.599
64.7685;11.62333
61.77816;4.948665
59.60667;5.236166
68.62167;16.57117
53.67;8.386666
69.59167;17.82833
59.05367;9.643
60.13983;5.422667
63.66652;9.025717
59.04083;10.97283
59.04183;5.578667
66.25367;13.53367
64.60516;10.95333
63.65617;9.1255
-1.938167;121.505
66.02333;12.65333
24.40067;54.47417
68.9665;15.64017
66.565;12.81
71.08884;24.03267
59.62471;10.41216
59.47833;10.37667
61.117;5.690166
55.92617;11.8265
70.50166;22.74667
63.09038;7.548867
62.63717;6.2765
26.025;-97.23833
66.37528;12.37043
62.67483;7.453832
69.23648;17.95587
54.23667;10.995
69.35516;18.08867
63.06778;8.225734
63.1385;7.913667
69.23666;17.90667
66.83717;13.27
66.27167;12.41667
68.90617;14.99916
63.12333;7.781667
59.035;10.96667
68.06734;13.56667
61.94333;5.138333
61.26333;17.187
59.675;5.68
59.05333;5.423333
68.48663;15.21273
69.23598;17.96831
60.805;4.796667
63.62845;6.130233
62.46667;6.116667
66.8781;13.41257
61.615;5.063334
67.87334;12.96333
61.94316;5.137333
61.94783;5.1375
59.8415;10.5885
61.675;4.976666
70;19.75
65.48833;12.21
70.00833;21.83833
60.19167;4.966667
62.68483;7.466667
60.298;5.140833
63.86602;8.66055
61.49833;4.968333
68.2;14
66.05817;11.823
66.18333;12.35
67.227;14.66733
66.36667;12.56667
66.94472;13.43508
70.0465;18.63333
76.58833;15.65666
60.93833;4.783667
67.07954;14.43335
69.01334;15.07833
69.326;16.14483
59.89033;10.63733
58.94667;6.124
67.98333;14.83333
59.93333;5.483333
60.8145;5.802
63.625;9.4885
70.97667;26.01667
64.5565;11.4945
62.465;6.123333
61.58585;4.9638
58.85;9.433333
58.97348;5.74555
51.91667;4.233333
56.51833;-5.36
68.12033;13.83967
69.16666;17.75
61.11666;5.333333
58.84333;9.561666
59.90717;10.70933
59.13617;10.97
60.48917;5.403332
59.88183;10.67233
59.27116;4.834832
59.88183;10.67233
69.84333;18.59333
56.62333;-6.003332
66.62833;13.05117
68.8215;16.62567
61.76833;4.9005
66.32348;13.01927
65.705;12.46283
69.32667;16.14
63.6455;9.465333
67.82488;14.74625
54.35583;10.05367
65.36166;12.00383
62.43333;6.233333
62.695;7.098333
70.54;23.6845
66.36916;12.371
69.2358;17.95995
60.44167;5.611665
30.01767;47.95317
59.3045;5.300333
68.42;15.99467
65.48167;12.16517
68.23067;14.76933
66.325;12.6645
63.78667;8.856667
62.46833;6.121333
60.17767;5.093167
63.10323;7.796633
67.68166;15.41667
68.57188;16.52782
55.70783;12.658
61.20015;4.7905
65.921;12.37167
70.63333;21.93333
59.96667;5.35
68.089;13.19267
62.465;6.124333
68.73867;14.5275
58.0845;8.024667
60.1265;5.391667
61.58333;4.966667
51.02167;1.620667
62.03167;5
63.12833;7.783333
57.96183;7.201
59.34;5.311666
59.43;10
69.235;17.955
69.30167;17.25167
65.895;12.18167
61.80667;4.884167
65.845;12.59
71.10332;25.37892
61.33517;5.053333
59.05467;9.6695
67.134;13.97583
68.521;15.25027
66.38433;12.34383
66.24834;13.355
60.017;5.997667
62.20617;5.57
67.64833;12.72217
58.31503;8.604033
22.5525;120.3027
70.63167;21.9375
59.733;5.697166
63.145;7.915
68.985;15.84167
61.04917;6.313334
63.55;9.833333
59.2235;5.460832
-34.25247;-58.0577
58.81;5.543334
62.52415;6.207467
59.2525;5.538167
60.22283;5.291
58.96717;9.71245
60.835;4.275
60.142;5.426333
60.765;4.986667
59.8775;10.66717
59.66333;10.605
62.2055;5.438433
66.73833;13.47333
79.73;10.985
60.065;5.92
61.75467;5.129332
68.55558;16.3277
67.77834;14.51
58.86217;9.443
66.555;13.02333
58.93333;5.566665
64.83334;10.67833
65.209;12.04217
70.98167;26.73667
60.226;5.3425
60.76667;5.729167
26.54;119.8017
60.895;4.703333
71;25.2
66.84087;13.5685
74.345;19.09167
59.59333;25.105
62.19584;5.7475
59.58233;10.61567
60.18933;5.325
59.53917;5.224
62.40828;6.323132
59.25834;5.541667
61.08933;7.034333
60.25017;5.151333
60.5095;5.232333
58.90367;6.073
62;5.154
60.74833;4.8955
65.77634;11.63433
59.36983;5.294
10.3285;107.0592
69.95267;23.16967
70.33466;20.8
10.54867;106.9703
61.61867;5.0395
63.99833;9.177665
61.94783;5.137333
69.63383;18.00017
71.08067;24.16117
59.13383;9.6335
61.60167;5.031667
62.33417;5.738333
59.415;5.236667
61.86733;5.217834
67.9175;14.91717
62.2515;5.467333
59.2705;11.09467
62.3335;5.734167
68.13866;13.039
62.31816;5.734167
69.23566;17.95233
60.86767;4.634167
67.431;15.5175
60.08477;6.092367
61.58417;5.004167
58.61683;5.517
68.218;14.767
68.70133;14.41483
61.90033;4.667167
67.653;12.71483
63.44433;10.4095
68.996;16.30116
67.77567;12.76467
59.05167;9.689167
69.65383;17.72483
62.31717;5.7335
64.1505;10.13467
62.179;5.381166
67.37283;14.20517
62.34117;5.638
67.22234;14.64567
60.58783;5.220833
69.23466;17.951
57.84767;5.758
69.352;19.36767
66.00017;12.267
64.99033;11.603
62.80033;6.52583
59.72283;10.57783
65.637;12.15
57.6865;11.67833
59.4205;5.2285
67.63333;12.71667
66.439;12.917
59.41183;10.489
59.14717;10.94517
59.0465;10.968
66.46667;12.1
45.13333;-8.8
63.56433;9.887667
0.07533333;51.096
68.231;14.769
67.66683;14.51667
68.22483;14.76883
63.09;7.95
60.88717;4.974
61.1845;5.017167
59.664;10.60717
59.40167;5.1705
63.88334;9.816667
58.93;5.575
70.306;21.38967
59.14767;10.94633
63.84333;8.613334
59.228;5.93033
63.795;9.423333
79.5935;18.41833
62.4;5.566667
59.225;5.46
58.92667;5.575
59.8005;5.251
70.66734;29.78483
62.52167;6.137333
62.445;6.188667
-6.893167;112.7337
64.4;10.41717
59.2;10.95
59.87333;10.59
58.28433;6.652667
58.86767;9.388333
62.81183;8.279
59.213;5.499333
58.23767;8.373834
62.21517;5.4765
62.51667;6.083333
63.23383;7.772165
64.4005;10.42733
66.3845;12.55083
63.08333;7.766667
70.903;23.34317
63.18833;7.85
69.96567;19.63
60.97467;4.840333
59.66333;5.378334
64.48717;10.7495
69.90633;20.16733
60.18333;-1.116667
69.39964;18.58834
57.50967;-5.9815
67.152;13.74317
78.33466;12.8235
67.4885;14.64433
8.509334;62.538
68.218;14.76683
62.5105;6.15
70.006;21.0695
58.2845;6.261667
61.5065;5.013333
58.30083;6.283667
59.37067;5.293334
69.4675;18.224
67.06533;12.071
68.231;14.7685
68.13467;14.15567
61.87333;5.2275
59.80917;5.744333
59.13333;10.925
55.03633;9.4355
59.00834;9.772667
60.08483;5.362665
60.425;5.05
62.31967;5.730166
63.1035;7.7135
66.51667;12.20083
69.02467;16.538
66.73933;13.50683
68.66883;16.63617
59.84;10.7
