breddegrad;lengdegrad
61.97267;5.145
62.33484;5.74
67.5;14.6725
70.92216;25.52567
39.90833;-75.13
56.51833;5.753334
61.92833;5.126667
74.36816;18.93483
59.332;10.50467
68.56966;16.52833
66.58583;13.037
67.65;12.71967
59.4455;10.48767
61.8635;5.254667
59.97567;5.323667
61.03983;4.741667
59.26667;10.41667
67.81817;14.76733
59.41667;5.237333
67.3855;14.17217
69.2365;17.956
64.54134;10.74233
69.68784;18.72067
61.867;5.268667
67.64283;12.71867
59.8865;5.572166
60.415;5.006667
62.33333;5.736333
66.8165;13.276
65.93433;12.32167
57.59833;9.956667
68.32467;14.75417
66.93684;13.4
66.53433;12.99033
59.27;11.09667
58.081;6.9345
68.22366;14.78367
1.005833;-49.67083
70.98333;25.95
70.90017;23.35
65.71867;11.906
60.27333;5.226666
60.87333;4.766667
59.255;5.425
31.79217;120.9655
69.507;17.9095
59.60833;10.43167
59.7025;10.5825
59.9;10.71667
56.04617;14.79483
66.60567;13.22217
66.18933;12.38333
68.464;15.203
69.664;19.8005
68.58383;14.83367
30.06733;-90.90067
70.905;24.53333
59.00834;5.733333
60.22;5.293334
59.2;10.95
68.36667;15.02267
58.95083;5.767667
68.21967;14.7215
70.50134;22.12117
51.44;3.806667
68.789;14.826
58.0005;7.484833
62.3235;5.844332
71.10083;24.0625
57.1675;-5.912833
59.00683;11.00617
67.84;14.7725
59.99083;5.366667
68.2255;14.76767
69.78384;19.05133
61.3;4.8
55.86666;12.813
61.5;5
56.0415;10.93467
-62.995;-60.555
63.03467;7.283667
63.53333;9.818
60.75033;4.70583
51.62083;-9.924167
61.03883;4.7875
62.47152;6.125462
58.025;7.335
59.71717;5.584667
58.75667;-3.051333
59.81816;5.717167
59.11666;5.8
56.669;-5.891833
70.95016;27.33067
58.93;5.541667
63.501;7.982833
63.508;10.142
59.3285;5.306334
59.31833;5.321667
61.6145;5.0625
56.51683;-5.750333
68.28833;15.59033
62.37133;5.741333
69.03367;16.93417
61.57833;5.007833
63.18967;7.931833
68.237;14.58433
62.91083;6.881667
67.259;14.259
59.665;10.61167
62.36666;6.033333
-37.83333;144.9667
62.52417;5.933667
59.43133;5.2225
65.97066;12.89033
65.88633;13.154
59.43333;6.173332
69.06866;15.17267
58.23583;6.499667
56.03333;10.868
68.27983;14.815
59.87083;10.625
63.43967;10.3995
61.61517;4.829333
60.78617;4.71
59.81717;10.60133
5.625;0.008333334
59.31667;5.317333
51.34867;3.8155
59.72217;9.857667
59.9335;5.729667
69.82166;19.0195
26.12667;-80.085
62.2175;5.8845
60.42783;6.620167
59.9905;5.2415
69.53217;17.9115
59.00633;6.023667
69.81783;18.65133
62.41733;5.916667
67.418;11.823
67.45834;11.95
59.05083;9.65
59.41817;5.2175
67.65;12.71917
67.50484;12.009
59.05467;9.651667
62.47133;6.125
65.71067;11.9185
67.64967;12.72367
68.07217;13.1265
67.793;14.64033
63.3005;7.6675
62.4;6.316667
65.00333;11.03283
63.40017;7.750167
67.78633;14.51667
59.045;10.96733
68.98333;15.256
60.94;4.753334
54.73483;10.98333
62.36717;6.3675
62.601;6.450167
69.32217;16.1525
58.034;6.952167
63.08484;7.455333
62.33517;5.74
60.09667;5.183333
68.07333;13.66667
4.766667;7
59.49;10.38167
61.11467;5.0645
59.08833;11.225
62.59333;6.261667
52.56083;1.808333
65.88983;12.1755
60.05;5.708333
59.01767;5.767833
59.48466;10.38333
64.794;10.7085
61.31;5.026667
65.2075;12.76767
63.5945;9.525833
60.31667;5.3
62.70833;6.423333
61.5;5.717832
66.36967;12.88333
53.34367;-6.125834
60.26417;5.169167
79.31667;18.86666
66.23333;13.65167
58.99217;5.814333
59.135;10.97367
59.91167;5.706666
68.586;14.853
60.90816;4.959333
68.54;16.185
59.83333;5.716667
60.26683;5.201334
70.235;22.36167
59.31717;13.14833
60.48417;4.9225
62.17767;5.363333
59.31767;5.318666
64.03333;10.01667
67.29134;14.37467
68.22517;14.769
63.92333;7.885
58.11783;6.850167
67.8875;13.03667
59.01717;11.05067
65.85616;12.17567
62.201;5.4955
61.20016;4.783834
61.77117;5.289166
59.9715;5.3545
63.72717;9.521167
64.96833;11.59833
49.46333;0.9348333
67.99117;13.20483
59.13334;6.069667
61.11666;5.566667
66.83434;13.27267
69.30067;16.12467
67.373;14.20683
64.594;-10.91683
57.28833;10.77
59.965;5.375
59.59167;10.61667
59.33517;5.313833
59.20083;10.5555
60.2175;5.334833
69.99167;16.37
59.81283;5.656365
60.14083;5.386667
68.57217;16.538
62.33433;5.589334
68.804;17.13833
67.83434;14.775
60.88583;4.751833
66.17467;12.3675
65.46767;12.19133
60.33366;5.18333
63.05;7.166667
58.24;6.666667
70.63517;21.92167
60.38367;4.967
62.2005;5.050665
65.908;12.16767
68.55083;16.44317
70.25;30.91667
65.86667;12.55
61.9;5.383333
65.955;12.903
70.215;18.61
40.63433;-8.751166
68.46867;16.122
67.75967;15.71867
1.1875;103.868
66.022;12.63617
71.05666;24.83667
70.54166;23.16667
61.83;5.293332
65.47366;12.45833
61.634;4.984167
59.50067;5.1845
58.86666;9.416667
58.918;5.534
79.58;10.58
66.23383;12.8565
65.81866;12.43667
64.6015;10.91033
79.57267;10.9065
68.4855;15.21667
58.76667;5.5
60.36783;5.167
65.53633;12.13383
45.33183;-1.924833
61.835;4.986
62.33333;5.75
62.874;6.979167
64.44417;10.537
57.58333;9.983334
66.586;13.0405
66.17467;12.3675
62.33484;5.740667
67.152;15.46917
65.52333;12.07367
67.6425;12.72083
64.15;10.08483
58.01667;6.966833
66.57417;12.20617
62.80033;6.751333
58.4925;-5.786667
62.80033;6.751333
66.2925;12.49233
65.909;12.02167
69.78333;19.055
61.034;4.7375
59.832;5.568666
69.34133;16.18433
55.60966;12.691
59.05;10.03333
67.92133;14.76733
-33.21967;-58.4035
55.05;10.60117
66.81834;13.28533
68.22417;14.623
67.8505;14.802
70.82584;24.0845
67.64233;12.72367
16.187;-61.52533
68.33033;14.29517
67.31917;13.551
59.23933;5.422667
59.4;4.983333
68.552;16.44617
69.55083;18.70117
62.7175;7.133667
60.39333;5.221667
58.09133;6.934
34.71333;-76.707
59.8555;10.50483
68.04317;13.48917
58.97667;10.14333
66.05117;12.89183
61.4895;4.895333
60.32267;16.14233
61.13467;5.718
63.8775;9.764167
43.54917;10.29283
68.91666;17.28333
59.90133;5.518
70.53667;30.6375
69.55833;18.725
70.25833;19.88667
70.25833;21.30833
68.32616;15.73733
59.06833;10.855
69.3425;17.52833
69.29;17.955
60.9005;4.950833
63.867;8.567
69.32616;16.15667
68.58334;16.58333
60.81667;4.75
61.37183;4.895167
62.33367;5.750167
67.6505;12.71967
68.57166;16.52333
67.759;14.71967
58.25683;6.6575
67.38333;14.456
71.09;24.09833
55.84167;10.03667
69.54617;17.65383
71.08167;25.99167
70.79833;23.50667
66.758;13.251
61.08333;5.171667
68.41866;15.99083
69.59734;17.995
56.2;12.53333
59.13334;11.41667
68.88167;16.51333
66.22417;13.33533
68.55067;16.48
64.93417;11.45033
68.01666;15.33833
66.50217;12.10317
63.791;8.822
69.91666;29.78333
68.56084;16.52333
68.736;14.51767
67.76967;14.501
68.22383;14.78516
68.6725;16.63833
66.201;13.02
63.76767;8.817
65.91866;12.125
68.47066;15.286
58.00333;7.456666
59.025;10.27
67.48783;12.05367
69.75166;19.11667
69.756;18.209
67.89667;13.0375
66.71767;13.485
68.5545;15.02
58.08617;8.017667
59.00067;5.5475
69.02067;15.13583
68.18633;12.43933
69.88167;18.76167
61.9015;5.1175
55.89667;10.94
58.96033;10.125
68.6065;14.40967
58.05067;8.110833
56.63317;-6.007667
70.975;26.01667
58.93;5.54
59.617;5.25
59.68833;10.605
70.9155;23.71883
69.34267;17.018
69.64667;18.98167
68.235;16.074
67.16817;13.77367
66.2085;12.98533
66.37167;12.407
67.08783;14.05333
68.974;15.7065
69.55666;18.735
68.48634;15.2075
51.506;0.8298333
69.67167;19.68
66.48617;12.975
68.5065;16.12567
70.21167;18.62567
69.83833;18.66667
65.45567;12.18567
70.02;19.90833
69.1785;15.38333
66.38917;12.8
70.64384;21.92517
64.65;11.01667
68.67284;16.6415
65.47266;12.207
65.40366;11.95833
69.53667;17.68333
69.87434;18.48033
68.23583;14.58933
66.33683;12.972
64.0285;9.934
59.9;10.71667
60.758;11.48533
65.91666;12.36867
45.33467;-70.28484
57.81083;-8.568334
-36.015;-56.05333
57.762;19.08717
58.877;5.433167
67.12366;14.04083
68.285;15.23383
58.017;7.459667
66.504;1.108
61.26667;4.633333
70.3795;31.14683
68.55367;16.32433
62.505;6.135334
63.86767;9.7345
55.94667;12.76333
21.857;113.2338
58.50667;5.785
58.98;9.75833
59.2;10.95
59.81717;5.6675
59.28333;11.11667
63.6;9.234834
70.57867;23.0795
-19.88833;34.85
70.05333;20.33666
59.97;5.366667
70.35767;21.79633
69.85167;19.70333
70.23333;19.49833
65.58466;12.3015
64.5225;11.49417
59.25033;5.352833
70.38667;31.04667
70.78733;23.5
51.995;4.048333
69.55;18.70667
69.0075;15.07167
67.4855;12.23483
60.16667;24.95
68.56033;16.52167
69.36166;17.03667
68.65334;14.45
71.02;27.41667
61.77667;4.903333
66.08334;12.58333
70.05167;20.80333
63.92167;9.885333
69.3775;18.08833
67.257;14.2255
33.83333;-78.05
62.2;5.5
65.874;12.01667
69.10133;15.25133
60.26667;5.171667
66.8425;13.30833
70.99167;24.77
70.018;20.85167
64.92367;11.251
70.7085;30.01667
70.936;24.773
68.8985;16.6465
59.54335;5.22452
68.22533;14.77333
64.99233;11.58333
70.77834;26.17333
60.33333;5.166667
65.92233;12.956
69.51583;17.47
68.9555;14.99233
65.47517;12.209
65.8555;11.7565
70.48333;22.43333
70.48;22.17333
69.325;19.76667
66.55;13.1
68.22334;14.6025
67.834;14.77467
69.97166;19.87833
70.75;23.41667
62.89217;5.844333
70.69334;29.80417
71.16683;25.75667
59.772;10.55017
71;24.975
67.859;14.805
69.46667;20.33333
70.91666;27.11667
65.79317;12.52167
59.91667;10.25
60.33033;5.158333
71.13333;35.85
62.3075;5.519166
69.8835;20.095
70.96833;27.55333
67.83733;14.78533
67.87;12.954
59.085;10.975
59.95083;5.983667
68.56717;16.525
64.4;10.418
70.87167;27.46667
68.155;4.25
69.003;15.1915
69.58334;24.11667
61.98333;5.151
71.05583;25.91733
65.59133;11.73633
69.293;16.96067
38.5;-8.916667
59.06217;10.47
63.7;9.733334
60.1175;5.201167
65.67083;12.14167
51.33333;3.2
68.31866;13.73967
70.345;22.85
68.157;14.65
62.59583;6.26
69.78367;29.07167
27.992;34.48717
61.91784;5.1175
67.504;12.07167
69.585;17.86667
55.6335;12.9005
61.617;4.951334
68.57333;16.52833
70.62833;23.4
70.96;25.83333
63.26667;8.066667
70.31667;20.15
17.9905;-63.05617
67.403;1.986333
66.72583;12.4765
68.55833;16.52417
59.13334;10.88333
61.71817;4.9505
70.125;19.99083
70.694;23.61467
65.45533;12.17583
60.40917;5.242833
70.03333;18.567
68.96767;16.62833
67.83434;14.77467
60.85133;4.818
60.08467;5.016667
65.908;12.02267
62.38334;5.616667
70.8;23.5
67.74117;14.73633
61.36666;4.9005
69.58117;17.8845
69.8;20.951
78.23333;14.08333
63.5;9.95
69.98333;24.78333
59.28333;11.11667
55.37667;13.035
70.82333;28.7015
77.47667;16.15667
63.85;9.65
29.925;32.55033
70.63583;29.8
68.84116;16.60267
60.95083;6.967167
78.95;11.91667
71.11667;25.33833
71.64066;27.8075
62.301;5.618
66.53633;12.13533
58.46333;5.906667
27.95;-82.46667
21.63333;69.60167
66.36867;12.62467
55.6675;12.66717
59.46667;6.25
70.27966;30.9925
70.08;19.525
69.29166;17.95333
70.38667;21.70167
56.63334;10.66667
60.81767;4.784667
67.50733;11.97567
70.24917;21.79417
65.671;12.14167
62.03333;5.383333
63.507;7.975667
63.05;7.383333
68.8;17.21667
62.20067;5.4875
63.15667;7.956666
64.9185;11.3845
61.46717;5.033333
68.28933;14.854
68.55;16.45833
61.58484;4.966667
68.87133;14.97067
65.21767;13.88533
61.501;5
69.23367;17.96
70.2675;30.99667
66.13333;12.4
67.08533;14.43333
66.73333;13.27167
41.11666;29.05
68.66634;15.93233
67.65533;12.70667
69.23333;17.955
70.38333;31.16667
59.61666;10.63333
67.385;14.48333
70.73333;29.65
69.0225;16.525
59.2;10.95
69.49667;17.495
78.08334;13
65.88333;12.32167
68.256;16.05667
67.51933;14.5065
68.95333;16.25333
60.455;6.517
61.61666;4.967167
67.3875;14.23983
68.94583;16.33667
59.617;19.634
69.98333;21.05
59.04167;10.97083
63.01667;7.353
61.95;5.141667
70.81667;23.43333
71.07166;23.99833
55.67583;12.67467
59.85333;10.51717
70.555;23.7
65.955;11.5
72.86667;28.45
65.47034;12.20233
70.368;31.15583
67.4515;11.91767
65.64;12.18417
79.984;18.26217
70.7;23.61667
60.3675;4.884167
51.34917;3.854833
71.06;27.85
71.04166;27.85
63.87667;9.765
70.38167;22.56667
70.23333;20.68667
66.83483;13.28333
59.65167;5.751167
65.47467;12.209
70.03333;20.98333
66.30334;12.51667
70.86166;29.11667
64.88667;11.30333
70.66333;23.68333
64.85167;10.797
69.56333;18.82833
63.90417;9.918667
62.61666;6.217167
68.2345;14.659
60.36917;6.350667
63.16717;5.5505
68.55717;16.32833
69.551;18.75217
70.95834;25.45
57.202;10.8
69.58334;17.86667
59.93667;5.186666
68.97533;15.78433
71.08167;25.98167
68.95667;16.63583
70.52666;22.66667
69.3235;16.13433
69.98833;19.73933
70.78;23.485
59.11666;9.633333
64.13583;14.03383
70.15916;20.16333
62.81967;6.709
63.905;9.853333
70.01683;18.65033
71.10917;25.33333
69.91666;22.35
69.33383;16.105
67.85167;14.78733
70.94833;27.33
70.90166;27.23167
69.235;17.96
58.93333;11.08833
69.5;18.03333
67.81767;14.6365
51.44333;3.561667
58.08333;10.83333
58.00583;7.5485
67.419;14.00133
70.85117;29.13333
65.452;12.16833
60.31783;5.151166
68.52067;15.20933
62.31917;5.7075
70.23333;22.35833
63.49667;9.105
36.78367;10.33433
64.755;10.98833
69.60017;18.28383
70.87833;28.845
68.551;12.44667
60.0015;5.200667
61.61767;4.967667
65.822;12.45083
70.86;29.1
70.68;30.19167
62.3905;6.058
69.785;19.73333
68.62666;16.57667
64.25333;10.23333
24.7675;66.98333
67.77433;14.506
70.96667;27.23333
65.69267;12.60167
59.085;9.643333
70.38667;31.1
59.83333;10.5
59.8835;10.7005
78.235;15.70333
79.58833;12.63417
78.06667;13.66667
78.63383;16.397
67.42567;14.006
69.45834;18.08333
79.75117;26.58333
71.05;27.67583
64.46667;10.61667
59.8715;10.62167
59.1;10.96667
69.49167;17.23333
70.1;19.96717
64.955;11.5
34.36666;133.8667
9.017667;-79.61784
71.12917;27.63
70.62867;30.33467
69.16;17.80883
51.39667;2.716667
70.92416;23.91667
67.73666;12.67167
59.11666;9.633333
69.75;19.11667
68.18367;14.66867
70.69334;29.80833
68.09133;13.2045
61.58484;4.966667
37.145;15.24833
69.50367;18.02667
69.567;18.78333
56.5;-5.433333
66.805;12.77167
56.70067;-2.434
71.08833;24.17333
65.70734;11.908
68.21867;14.53733
56.7675;7.617167
67.09267;13.99283
68.57166;16.53667
68.408;17.852
62.53917;6.132
65.81767;12.35
65.88333;12.352
68.23534;14.58783
68.15266;14.25533
67.93333;14.93333
71.13333;27.65833
68.401;16.07267
68.92267;15.03517
68.96667;14.959
64.95;11.50667
64.32667;10.34
62.72;7.188334
70.73;23.82667
63.92833;9.881667
46.27117;-123.4868
70.31667;21.455
55.54667;10.92833
65.474;12.058
68.37383;15.938
68.18733;15.85
68.15466;15.47333
58.80333;5.506667
18.53333;-66.17167
30.15167;-88.05666
63.91;9.855
57.73333;16.28333
65.07166;11.79333
62.875;9.725
65.47417;12.204
61.15017;5.717667
61.13417;4.75
68.97334;15.752
70.76033;23.09033
62.45167;6.728333
68.18667;15.76667
66.34167;12.91833
63.41667;8.718333
-35.17233;-56.7065
68.2075;16.108
70.00633;24.5555
55.40083;12.30133
66.54234;12.20217
69.18833;18.05667
59.25;10.48833
68.53433;16.425
70.64;29.75
61.08333;4.684667
63.90333;9.938334
68.2695;15.2
62.29083;7.283333
68.78833;16.53833
70.35;21.46667
29.75;-95.33334
63.08583;7.460834
53.86217;8.975667
59.8675;10.59917
24.61683;67.0945
70.225;23.38833
9.508;-13.72783
59.90083;5.5335
59.96799;5.30083
69.6;17.84333
68.92167;15.01867
65.80067;12.5005
67.83383;14.77067
11.04133;-71.58833
65.70634;11.92217
70.92333;24.45167
6.429333;3.406333
61.58467;4.950667
12.48;-87.20533
63.18166;7.91833
-36.707;-72.98333
69.553;18.744
68.802;14.81967
68.553;16.32467
59.00233;11.02517
65.4675;12.18967
69.97667;19.67167
65.82533;12.47117
10.215;-62.63
70.91;25.54333
68.31866;13.2575
69.75166;19.12167
68.10567;13.235
17.72333;-64.895
65.46933;12.19283
59.43167;5.207334
65.46667;12.18967
62.355;5.61
68.65166;16.625
62.2025;5.48
61.41667;4.983333
66.50816;12.1015
68.91917;15.01967
62.64;6.371666
61.4505;4.9
-0.05083333;-51.08484
68.94234;14.93533
70.245;19.50833
63.5925;9.425834
54.74434;10.73517
61.6;5.066667
69.68667;18.71667
60.1;6.116667
71.1;24.85833
64.15;10.09833
67.468;12.2
69.605;17.125
66.60667;13.09167
64.91833;11.395
62.83;7.046667
79.88834;17.60167
65.42633;12.15617
30.38667;-81.55167
62.62833;6.12
59.88833;5.566667
9.305;-79.91833
55.25;14.83833
68.47;15.13633
60.28333;5.183333
66.705;13.25167
67.17017;13.75333
49.15833;-2.133333
61.36717;4.9
70.16683;20.83
65.47066;12.2025
70.875;25.74667
66.21767;13.58333
62.18733;5.057333
69.49333;17.49667
-3.058332;-60.45
65.5005;12.205
67.82283;14.75217
65.48483;12.21817
63.65333;8.78
62.72066;7.1
79.95;17.98167
67.99067;15.28533
61.36717;4.9
67.625;12.702
68.57166;16.54
66.01767;12.201
68.55933;16.32217
65.47266;12.2025
67.67467;14.707
69.87167;18.89
78.28333;15.55
63.877;9.764667
71.03333;24.16667
29.95833;-90.29916
69.551;18.68367
46.00233;-73.17167
59.85167;10.54
70.38;31.15
70.795;24.56167
59.11666;9.633333
53.96684;8.6345
65.41917;11.857
70.19334;22.15667
63.67833;9.485
59.86717;10.65133
70.63333;29.80333
63.65;9.75
62.877;9.763333
62.34333;5.741667
70.62833;29.75333
76.98167;16.315
26.52;-78.77116
70.84167;24.67
58.8725;9.4235
62.66417;6.694167
65.49233;12.226
68.77467;15.455
4.294167;7.051167
70.71;30.02917
66.58334;12.2015
70.97;25.92333
65.92567;12.06967
70.94833;27.33
62.33333;5.583333
63.62167;9.735
59.26667;10.41667
70.06834;21.245
62.72;7.188334
74.45517;18.78133
66.38934;12.83533
69.10833;20.12833
69.467;18.1625
70.97066;24.76183
60.41433;-1.1485
68.41666;17.88833
59.04083;10.97333
62.32333;5.661667
31.30333;32.35667
60.57167;4.8
37.00834;27.41667
69.545;18.74333
69.49633;17.49767
69.235;17.96167
68.57333;16.525
64.06667;9.814167
63.85333;8.455
68.90967;15.056
63.08633;7.461
70.57166;23.35167
70.15;20.85
64.4075;10.42
-21.46833;115.025
51.36333;4.217167
68.0845;13.456
70.66417;23.68333
59.96667;5.216667
64.35717;10.37833
62.35667;5.613333
62.23617;5.968333
70.975;26.11167
70.495;22.605
60.81333;4.986667
69.09084;15.1575
58.44667;5.095
61.595;4.97
70.98833;24.62
69.44666;17.17
64.92;10.395
61.92916;5.126667
68.22567;14.64
-32.46333;-58.20833
69.23734;17.95683
55.575;12.68333
29.18917;-89.26517
65.404;11.959
66;12.36667
65.4705;12.20167
68.93;16.63333
68.15;15.40367
69.50166;17.93167
68.40533;15.86667
67.45;14.39033
70.85833;29.10833
67.22166;14.70733
33.965;132.5733
4.3245;7.080333
67.9345;13.118
71.13167;27.66
51.43333;3.458333
65.19;11.88733
69.55;18.754
68.77;16.61667
62.95267;7.871666
62.804;6.5085
64.1625;10.135
68.225;14.77367
65.47066;12.20467
59.169;10.35733
59.00917;9.7775
59.13334;10.93333
68.258;16.04133
71.01667;23.90333
58.92667;5.985833
68.236;14.587
62.17833;5.366667
62.32167;5.735
70.0675;29.7015
66.41666;12.47167
59.44;10.66083
61.001;4.917167
70.54166;22.93333
71.08383;24.08367
63.23;8.239166
70.65;29.78667
70.21917;21.18467
63.3105;5.633333
65.93417;12.32417
59.2505;5.151
11.0405;-71.588
59.14167;10.975
68.49167;14.803
37.875;23.45
63.47333;10.8
70.61716;29.71783
59.135;10.92917
68.57333;16.52833
70.06;29.90917
17.89167;-102.1667
69.74667;19.09167
69.65833;18.86667
68.15667;14.65
8.35;-62.68333
59.85;10.64583
70.345;21.451
71.1225;27.63283
60.33367;5.183667
64.59666;11.05
42.15;41.65
59.44;10.66083
59.34;5.958333
65.48483;12.158
8.35;-62.71667
62.495;6.123333
60.17167;6.405
68.15733;15.78567
60.81733;4.784833
37.86167;27.25667
66.57467;13.02333
59.13167;10.925
67.7865;14.51867
71.03333;24.71767
65.95766;12.30133
63.89034;9.759
68.78416;16.55033
60;-1
61.65333;4.968333
66.03333;12.51833
62.41333;5.82
68.584;16.28433
67.13483;13.987
70.70084;23.96667
66.402;12.86667
30.205;32.565
65.80067;12.607
63.87417;9.76
34.92267;38.68333
59.32833;10.5125
59.8925;5.214167
59.48667;6.205
66.201;13.01767
62.08333;-5.166667
63.768;9.776667
64.13683;10.085
58.03333;5.600665
58.525;5.7
1.1875;103.8808
64.85217;10.22666
57.97667;7.5
60.85117;4.8005
61.17;4.73
53.0095;0.364
59.90283;10.707
53.704;-0.8196667
65.40366;11.958
59.3675;5.258333
69.32066;16.06767
59.22917;5.876667
66.20467;12.97467
59.4525;16.32583
70.61784;21.93433
58.315;8.6125
59.09583;11.27917
59.10333;10.98167
61.30067;5.017
70.11816;18.75117
69.05033;16.655
40.65;-74.09167
61.98417;5.25
70.03367;21.08333
70.5015;23.08483
63.87833;9.738334
48.63334;-2.033333
63.1095;8.091666
61.93433;5.133833
58.05117;6.7525
68.25083;16.06733
59.33917;5.314167
69.35167;18.1
60.57067;5.225667
61.19333;4.8
65.51767;12.23883
67.12566;14.0345
59.75;5.467333
61.91667;5.866667
69.104;15.25733
70.66167;23.68333
63.70333;9.515
70.72833;22.86833
68.18333;14.67167
69.9675;28.7
62.865;6.715
62.43;6.933333
70.58483;29.7575
67.725;14.708
59.03417;10.9675
59.98833;5.368667
59.43333;5.233333
70.9345;27.31667
-32.4775;-58.21733
1.2845;104.3845
68.86784;17.01667
9.991667;-83.01667
43.33333;-8.383333
63.14583;8.558333
59.77667;5.541667
70.118;20.001
60.415;5.001
29.99783;-90.44283
69.7175;30.10083
62.58333;8.15
64.13333;11.75
63.08667;7.461667
51.23983;4.3965
58.36917;8.755
61.86733;5.201334
64.98333;11.59667
69.56817;17.83367
58.96833;5.788333
65.18833;12.10133
62.33833;5.823333
59.17167;10.4
63.21083;8.160833
69.68367;18.16783
63.61333;9.576667
58.96667;5.733333
63.09333;8.001166
64.96;11.5
68.817;16.53367
64.93667;11.47
60.28333;6.2
58.95667;10.02167
69.77583;18.30017
63.70417;9.515833
65.4045;11.957
66.006;12.37467
69.75066;18.11667
69.55016;18.71717
59.44;10.66083
58.96;9.823334
59.85483;10.5175
33.93333;132.6083
59.31;5.210834
65.43684;12.155
29.75;-95.33334
61.08333;6.493333
67.38633;13.808
61.4;4.65
63.85333;9.673333
58.2;6.65
70.93367;25.4845
61.4;4.8
70.268;30.98433
69.63383;18.9675
66.842;13.33833
59.44533;10.48583
59.408;5.241333
68.93467;14.9255
69.63416;18.9675
60.16667;5.108333
62.355;5.606667
9.463333;-71.07667
59.00834;9.772
59.13417;10.93333
66.04234;12.77067
65.46917;12.201
62.335;5.758
69.11667;17.95083
68.96983;15.701
58.81667;9.483334
65.358;12.101
63.08283;7.426167
58.9895;5.74
69.8175;18.78333
70.28533;22.1625
63.08167;7.416667
67.38934;14.453
67.81866;14.736
57.98633;7.024667
61.9225;5.113
58.90167;8.433333
59.624;10.41833
68.61667;15.49167
61.54167;4.913332
69.55833;18.71667
62.465;6.196667
63.12583;7.789667
62.49;6.17
62.16667;5.4
70.61667;29.717
69.98466;19.6725
59.02583;5.613333
61.37017;4.892334
61.868;5.273334
61.58333;4.95
63.65133;9.483666
61.28833;4.645
66.43417;12.93417
62.33333;5.266667
61.27333;4.623333
68.16734;14.188
67.83434;14.77417
70.13333;18.80583
55.88334;12.71667
68.18833;14.15733
69.98833;19.39167
61.32667;5.073333
59.55667;10.275
69.9835;23.48333
60.155;5.15
64.41167;10.45
57.957;7.205
64.86166;11.27333
60.93333;4.88333
70.9925;24.13333
67.39133;14.45933
59.3498;5.3163
55.90833;10.80667
68.23566;14.589
66.501;12.12567
63.51;10.14333
59.28417;5.325
67.068;14.02367
68.05466;13.703
58.89333;11.12167
62.78167;6.66
70.99;24.76667
49.24333;-68.13
17.94;-66.62334
-20.295;-40.235
61.65167;4.976666
61.49166;4.976666
69.33733;16.17567
69.78384;20.568
62.36917;6.041667
68.9;16.634
63.70333;9.516666
66.37833;12.93
59.26917;10.39017
59.8725;10.72833
69.28384;31.06667
70.78333;29.38383
62.71833;7.175
70.63667;21.92167
70.97083;24.5345
70.084;20.1
63.485;7.86
70.96667;25.45
71.13333;25.30017
59.67083;10.62416
56.03333;10.58333
61.76667;5.288332
59.93917;5.315834
55.46667;8.378333
70.71667;29.81667
68.156;14.658
51.96667;4.133333
63.89133;9.766666
65.47266;12.20733
70.09;20.10833
68.452;16.67267
68.97833;16.69167
67.93433;15.48667
69.18433;18.051
-38.57567;-58.68733
68.107;15.35667
63.6;8.378
62.50233;6.601666
68.45033;17.63433
59.50083;5.200833
60.665;4.94
70.06783;20.36667
62.53367;12.97583
58.03517;7.923666
62.48;6.358333
65.47467;12.208
59.54333;5.226666
58.87033;9.5225
58.865;9.609167
69.76783;19.28333
60.10333;5.183333
70.98417;24.61683
70.83417;23.73333
63.9275;9.886666
57.1;-5.821667
55.61717;12.98417
59.87;10.65667
61.618;4.968
59.88433;5.534
42.52;-82.68833
59.11867;9.621667
58.86833;9.429833
68.56717;16.518
67.72234;14.702
59.876;10.71
67.67467;14.404
68.72166;16.66667
67.3715;14.392
67.125;14.01667
63.23333;7.566665
55.90333;10.835
66.22234;13.42
71.98417;24.617
59.253;10.50283
69.21733;17.9505
66.01733;12.19183
67.65334;12.70933
69.21733;17.95083
59.52917;17.05333
66.37434;13.007
69.78433;18.93433
63.835;-22.4375
59.855;10.24
65.47083;12.20333
64.4925;10.67167
78.09666;14.16667
61.56816;4.95
65.50467;12.153
68.80083;16.61733
20.665;-17.03333
64.44334;10.51667
-34.33417;-58.468
61.6645;4.981667
69.151;16.83467
69.884;26.1
59.37833;5.1675
61.575;4.981667
62.11333;6.033333
70.0675;20.78333
69.75017;19.11733
60.005;5.103333
69.9675;20.26733
61.57833;4.965
63.554;9.192333
65.46933;12.201
60.50933;12.10733
58.24583;6.788333
68.36667;15.04067
78.23333;15.66717
-6.143333;148.5933
60.36167;6.175
68.89584;15.57033
59.08333;5.666667
64.758;11.101
59.14417;6.08
67.72366;14.703
59.25;5.180833
58.24166;8.521667
54.41;8.611667
71.0505;24.61717
59.28583;5.164166
59.08583;5.471667
58.93833;9.641666
63.86917;9.724667
59.10417;10.98167
60.80667;4.971667
60.9;4.908333
59.34167;5.315
66.8345;13.285
63.51333;7.978333
60.1275;4.988333
68.79333;16.5575
59.42533;5.2355
60.08667;5.184166
63.802;11.308
63.64133;8.687333
68.7175;16.634
69.4515;18.01717
69.5;18.05
53.83383;8.784333
65.217;11.8865
66.502;12.105
62.757;6.825667
71.05117;28.28417
63.37267;8.235
67.50933;11.98367
