"ogc_fid	id	ulykkenummer	intulykkenr	nestenulykke	dato	breddegrad	lengdegrad	ulykketype_kode	ulykketype	skipinvolvert	geom_wkt"
"816	E26D7987-1531-436B-887F-14AA400D1521	2020/0106	20200106	N	2020-02-17	71.14833	25.33383	G	Grunnst�ting	STIAN-ANDRE	POINT(25.3338298797607 71.1483306884766)"
"8330	D5E2A271-0EAD-4D62-B346-D1674B384314	2020/0104	20200104	N	2020-02-14	63.45833	7.8705	G	Grunnst�ting	JUNE	POINT(7.87050008773804 63.4583282470703)"
"8686	D343EF64-D1D1-427E-AFAE-DA9E2B0034D7	2020/0704	20200704	N	2020-02-13	59.06746	10.96585	G	Grunnst�ting	Fritidsfartøy	POINT(10.9658498764038 59.067455291748)"
"1272	56E6E165-6380-4A10-897A-1FE9B2215BEA	2020/0100	20200100	N	2020-02-13	63.46666	10.88667	G	Grunnst�ting	FALKLAND	POINT(10.8866653442383 63.4666633605957)"
"9900	D3783874-8302-4075-B15A-FA5B212867E5	2020/0088	20200088	N	2020-02-11	60.20705	5.05483	G	Grunnst�ting	ELAX MIST	POINT(5.0548300743103 60.2070503234863)"
"6034	82BB8EC6-AEB5-4439-9586-997D32C7755E	2020/0084	20200084	N	2020-02-10	69.5645	18.76483	G	Grunnst�ting	POLAR QUEEN	POINT(18.7648296356201 69.5644989013672)"
"1482	0CA79C29-E8F8-4F17-90E3-250F72DB4EC2	2020/0074	20200074	N	2020-02-05	66.43166	12.82166	G	Grunnst�ting	LOVUND SUPERIOR	POINT(12.8216648101807 66.4316635131836)"
"9651	754C1754-82C5-4AC3-8BDA-F44AD891874D	2020/0081	20200081	N	2020-02-04	66.0215	12.6395	G	Grunnst�ting	TJØTTA	POINT(12.6394996643066 66.0214996337891)"
"2892	CC1F6868-46BB-4411-9025-4898D1955B6C	2020/0061	20200061	N	2020-01-31	61.31667	5.05	G	Grunnst�ting	FREYA	POINT(5.05000019073486 61.3166656494141)"
"7136	3CB1FE3B-EB69-4729-AE34-B64A465DFD71	2020/0066	20200066	N	2020-01-31	61.325	5.05333	G	Grunnst�ting	Freya af Goteborg	POINT(5.0533299446106 61.3250007629395)"
"6093	337B63AE-182B-4045-9A09-9B2437273BF7	2020/0045	20200045	N	2020-01-26	29.34167	-94.71333	G	Grunnst�ting	CLIPPER EIRENE	POINT(-94.7133331298828 29.3416652679443)"
"8983	923B6C6D-23B0-4741-84D5-E25BA7F6CD1A	2020/0047	20200047	N	2020-01-24	-32.95916	-60.60733	G	Grunnst�ting	STAR ATHENA	POINT(-60.6073303222656 -32.9591636657715)"
"3452	A0D88F8F-5139-46E8-B25D-5670D6A69263	2020/0048	20200048	N	2020-01-23	70.11667	19.96667	G	Grunnst�ting	FEED HALTEN	POINT(19.9666652679443 70.1166687011719)"
"6401	C8CE4A87-3D91-4F64-85EB-A2F48FC6EC5D	2020/0039	20200039	N	2020-01-22	63.32325	8.121515	G	Grunnst�ting	SMØLA VÅG	POINT(8.12151527404785 63.3232498168945)"
"9434	32A64FCF-94B0-4080-BA78-EE9963CA3344	2020/0059	20200059	N	2020-01-21	63.44846	10.58216	G	Grunnst�ting	ANNE KATHRINE	POINT(10.5821647644043 63.4484634399414)"
"5853	CB7AE5F1-C1A6-4005-8FEC-9501B613B5D0	2020/0026	20200026	N	2020-01-17	70.7	24.36666	G	Grunnst�ting	VÅRSOL	POINT(24.3666648864746 70.6999969482422)"
"8415	105B38A1-0DD5-4FE3-9C31-D38509FC68C6	2020/0028	20200028	J	2020-01-16	60.51667	5.316667	G	Grunnst�ting	SOGN	POINT(5.31666660308838 60.5166664123535)"
"5202	016279C1-6B71-416B-8BC0-83B536B658CF	2020/0018	20200018	N	2020-01-14	62.36666	6.316667	G	Grunnst�ting	ULLENSVANG	POINT(6.31666660308838 62.3666648864746)"
"4466	D15159C8-C308-469C-98A3-701E135027C9	2020/0014	20200014	N	2020-01-12	60.7865	4.817	G	Grunnst�ting	SOLSKJEL	POINT(4.81699991226196 60.7864990234375)"
"5370	E0FD3B0C-44FE-48AE-A5E6-87ACAD176020	2020/0012	20200012	N	2020-01-07	60.43642	4.0958	G	Grunnst�ting	NORA VICTORIA	POINT(4.09579992294312 60.4364166259766)"
"100	DCD54CCA-2814-4CE8-B26A-027F38221C07	2020/0051	20200051	J	2020-01-01	60.27	5.3245	G	Grunnst�ting	FAKTOR	POINT(5.32450008392334 60.2700004577637)"
"2589	57788C1A-0F7C-4FEC-9C2C-416C34108212	2019/0772	20190772	J	2019-12-30	59.82633	5.718165	G	Grunnst�ting	MELDERSKIN	POINT(5.71816492080688 59.8263282775879)"
"2479	588368E6-0EB7-4B3F-8F61-3E1FAF4FF05E	2019/0752	20190752	N	2019-12-20	59.41215	5.23703	G	Grunnst�ting	STRAUMVIK	POINT(5.23703002929688 59.4121513366699)"
"8477	73E2BB28-596C-4D03-90CE-D55B6CCD2E24	2019/0748	20190748	N	2019-12-20	59.30072	4.96764	G	Grunnst�ting	UTSIRA	POINT(4.9676399230957 59.3007202148438)"
"8550	52FA09DF-8289-4842-8DEE-D77B4EBDE89E	2019/0774	20190774	N	2019-12-15	55.18333	-7.766665	G	Grunnst�ting	AQUA TRANSPORTER	POINT(-7.76666498184204 55.1833305358887)"
"2298	8172D339-A747-44FF-8624-393612915528	2019/0745	20190745	N	2019-12-14	54.85633	10.05	G	Grunnst�ting	NORHOLM	POINT(10.0500001907349 54.856330871582)"
"3052	C7439E4E-C8D7-4E9F-9DE5-4D0E77308B00	2019/0726	20190726	N	2019-12-11	60.785	4.809665	G	Grunnst�ting	FEDJEFJORD	POINT(4.80966520309448 60.7849998474121)"
"1586	5F47170F-FBE7-4801-AB00-278DDE58C276	2019/0733	20190733	J	2019-12-09	63.7985	9.4425	G	Grunnst�ting	GÅSØ JARL	POINT(9.44250011444092 63.7985000610352)"
"4192	FF5999A9-3A07-4027-9EEC-698E912DD5AF	2019/0721	20190721	N	2019-12-08	64.87	11.276	G	Grunnst�ting	FEED RANA	POINT(11.2760000228882 64.870002746582)"
"698	CA636257-6519-4B1B-AFA5-117D1C66E101	2019/0747	20190747	N	2019-12-08	59.01256	5.015165	G	Grunnst�ting	ANNA	POINT(5.01516485214233 59.0125617980957)"
"4577	7E134F08-6777-437D-923C-73576EE234D2	2019/0710	20190710	J	2019-12-07	62.445	6.27	G	Grunnst�ting	KAPITAN NAZIN	POINT(6.26999998092651 62.4449996948242)"
"4249	A39F7C0B-816C-41FB-AE3B-6B03D8ED7CE0	2019/0723	20190723	J	2019-12-07	32.0981	-81.00238	G	Grunnst�ting	HÖEGH TRAVELLER	POINT(-81.0023803710938 32.0980987548828)"
"4193	05ADEBDB-F37D-4DD2-90DA-6992416CDCFA	2019/0720	20190720	N	2019-12-05	64.48803	10.75181	G	Grunnst�ting	FOLLA 2	POINT(10.7518148422241 64.4880294799805)"
"4790	B0636852-9692-40F0-AFAE-78A8CF23ECCD	2019/0712	20190712	N	2019-12-04	63	7.80783	G	Grunnst�ting	TORNADO	POINT(7.80782985687256 63)"
"6587	3B60CF4B-D6F4-403E-ADA3-A7FADB071DFB	2019/0706	20190706	N	2019-12-02	60.67633	4.89133	G	Grunnst�ting	SCAN TRANS	POINT(4.89132976531982 60.6763305664063)"
"8847	6494CA8E-0339-4FDF-835B-DEA8FA41571F	2019/0695	20190695	N	2019-11-29	66.1555	13.07433	G	Grunnst�ting	STALLOVARRE	POINT(13.074330329895 66.1555023193359)"
"1553	12370B4A-C6CE-4E01-9F1A-26AF266B0D55	2019/0697	20190697	N	2019-11-27	62.33933	5.6245	G	Grunnst�ting	RAV	POINT(5.62449979782104 62.3393325805664)"
"4045	BD3EADE4-7B3B-4FBA-B691-6600D139FE26	2019/0690	20190690	N	2019-11-25	64.91733	11.25615	G	Grunnst�ting	BJØRØYVÆR	POINT(11.2561502456665 64.9173278808594)"
"10	38B30A30-70F4-41A3-BD22-002717615AB1	2019/0685	20190685	N	2019-11-24	59.335	5.306665	G	Grunnst�ting	SAMSKIP HOFFELL	POINT(5.30666494369507 59.3349990844727)"
"3338	D32DF3E2-7C83-4945-B692-53C1B4B46729	2019/0682	20190682	N	2019-11-20	63.2546	7.92778	G	Grunnst�ting	MULTI SAFETY	POINT(7.92778015136719 63.2546005249023)"
"3607	1EEA1878-14DE-4C92-A7BE-5AEE0291A040	2019/0673	20190673	N	2019-11-15	58.599	9.0655	G	Grunnst�ting	RAN	POINT(9.06550025939941 58.5989990234375)"
"1842	5510E475-A019-44A9-837D-2E3C14E08165	2019/0671	20190671	N	2019-11-13	62.33167	5.951665	G	Grunnst�ting	CONCORDIA	POINT(5.95166492462158 62.3316650390625)"
"4743	0A622853-2C41-4C82-B070-77BC9DC792D9	2019/0655	20190655	N	2019-11-07	70.51666	23.05	G	Grunnst�ting	Riinakaisa	POINT(23.0499992370605 70.5166625976563)"
"879	BCEDA07F-2DE8-44FF-B34A-1656D7E4D545	2019/0659	20190659	N	2019-11-06	58.4491	5.9916	G	Grunnst�ting	KROSSFJORD	POINT(5.99160003662109 58.4491004943848)"
"9840	B91F3091-7AA3-4610-99A1-F9068F07C491	2019/0652	20190652	N	2019-11-05	59.14082	5.267167	G	Grunnst�ting	RUTH	POINT(5.26716661453247 59.1408233642578)"
"9075	B35FF9DC-1C7B-4A10-98F6-E4E6788FB979	2019/0656	20190656	N	2019-11-05	62.1835	5.603	G	Grunnst�ting	TORVANG	POINT(5.60300016403198 62.1834983825684)"
"7769	C81539A2-D6DB-47D8-B93A-C4702D9B7F94	2019/0648	20190648	N	2019-11-05	59.234	6.15971	G	Grunnst�ting	SIGRID	POINT(6.15970993041992 59.234001159668)"
"2878	E29CC898-1273-4FA0-8F56-484332EB5921	2019/0705	20190705	N	2019-11-02	62.14543	5.06213	G	Grunnst�ting	H. Østervold	POINT(5.06212997436523 62.1454315185547)"
"6956	109A577D-4421-4B6B-80FE-B1EA080B5A24	2019/0637	20190637	N	2019-10-31	60.20833	3.48333	G	Grunnst�ting	TUNFISK	POINT(3.4833300113678 60.2083282470703)"
"1037	6C56FE74-286C-4C37-A4F7-19F2BAE49D29	2019/0622	20190622	N	2019-10-28	65.88728	12.15676	G	Grunnst�ting	VEIDNES	POINT(12.1567649841309 65.8872833251953)"
"1002	4FC45059-7D83-4DCF-8184-192BE367F073	2019/0618	20190618	N	2019-10-26	64.85367	11.2365	G	Grunnst�ting	KARM FRØYA	POINT(11.236499786377 64.8536682128906)"
"1934	A4376FBE-9717-47EB-91E4-3090A20B7503	2019/0643	20190643	N	2019-10-24	59.86848	5.21785	G	Grunnst�ting	TORANES	POINT(5.21785020828247 59.868480682373)"
"3717	A60A7276-AD63-4285-9D0F-5D9966C20802	2019/0628	20190628	N	2019-10-22	70.53258	25.10073	G	Grunnst�ting	VITO	POINT(25.1007308959961 70.5325775146484)"
"313	DD74BF30-71CA-4779-B188-07D13CB4B9D1	2019/0601	20190601	N	2019-10-17	64.59529	11.52182	G	Grunnst�ting	AQS NORDLAND	POINT(11.5218152999878 64.5952911376953)"
"5238	BD560887-25BE-4850-963E-84B1891A36FE	2019/0588	20190588	J	2019-10-14	69.77216	19.06333	G	Grunnst�ting	VENGSØYVÆRING	POINT(19.0633296966553 69.7721633911133)"
"5805	BA335415-1F86-48B6-9918-93C0CFC2E094	2019/0620	20190620	N	2019-10-07	68.75333	16.61783	G	Grunnst�ting	LILLIAN	POINT(16.6178340911865 68.7533340454102)"
"9972	471FFF84-D8EA-4CC3-BFE8-FC2C20BCC2C6	2019/0566	20190566	N	2019-10-03	67.67003	14.70833	G	Grunnst�ting	BRENNSUND	POINT(14.7083301544189 67.6700286865234)"
"893	72EEADD4-F2B2-497E-92FB-16BDF892970F	2019/0572	20190572	N	2019-09-22	62.89083	6.8215	G	Grunnst�ting	FOSNA ORION	POINT(6.82149982452393 62.8908309936523)"
"7511	D399B1C4-231E-496D-8BF9-BE460C2188F1	2019/0552	20190552	N	2019-09-21	70.10948	19.5545	G	Grunnst�ting	MÅSVÆR	POINT(19.554500579834 70.1094818115234)"
"3332	C2472A7C-1F7A-4CFB-B1F4-5391FE258A22	2019/0538	20190538	N	2019-09-19	58.87167	9.53	G	Grunnst�ting	PERLEN	POINT(9.52999973297119 58.8716659545898)"
"503	5B2BB99A-1F8C-4A19-A236-0CD52680A3F8	2019/0544	20190544	N	2019-09-19	63.50463	9.21628	G	Grunnst�ting	AQS TYR	POINT(9.21627998352051 63.5046310424805)"
"5885	2E18355B-FCA0-40C2-8290-95BAE7355089	2019/0518	20190518	N	2019-09-08	61.095	4.7225	G	Grunnst�ting	AQUA KVALØY	POINT(4.72249984741211 61.0950012207031)"
"129	B2724E0C-ADA5-49CF-9EDC-03315A4EF5B6	2019/0547	20190547	N	2019-09-04	62.71938	7.1865	G	Grunnst�ting	FRIDA	POINT(7.18650007247925 62.7193794250488)"
"1886	4542B3B9-BCC4-4FD2-ABD1-2F448CD1F63C	2019/0508	20190508	N	2019-09-03	66.8214	49.18333	G	Grunnst�ting	GERD M	POINT(49.1833305358887 66.821403503418)"
"7520	6B0CDCBE-93DD-410E-A866-BE73777D632C	2019/0522	20190522	N	2019-09-03	68.91833	15.052	G	Grunnst�ting	STAVØY	POINT(15.0520000457764 68.918327331543)"
"5715	6D144DAE-8197-4567-ADAD-91324880D23B	2019/0505	20190505	J	2019-08-26	60.47314	5.05148	G	Grunnst�ting	MARITIMEN	POINT(5.05147981643677 60.4731369018555)"
"8509	88832948-D5C7-4B17-A508-D60BF1F1F57F	2019/0500	20190500	N	2019-08-26	64.80167	11.05667	G	Grunnst�ting	NYKSUND	POINT(11.0566654205322 64.8016662597656)"
"4728	07680F84-E8AD-4355-ACD4-77606BD82D15	2019/0497	20190497	N	2019-08-25	67.48483	12.107	G	Grunnst�ting	CANOLE	POINT(12.1070003509521 67.4848327636719)"
"9448	618803DE-9B8E-4C0C-B056-EEF3AACCD07C	2019/0486	20190486	N	2019-08-22	59.92067	5.296	G	Grunnst�ting	FOSNA VIKING	POINT(5.2960000038147 59.9206657409668)"
"2075	7BE2CC05-05DB-4A35-9F8F-33F40A0BED60	2019/0461	20190461	N	2019-08-12	66.17367	13.01	G	Grunnst�ting	WITH FROHAVET	POINT(13.0100002288818 66.1736679077148)"
"6846	6DBDD714-D03C-48D1-ADC6-AF5438B2AA27	2019/0455	20190455	N	2019-08-10	59.34183	9.250165	G	Grunnst�ting	Fritidsfartøy	POINT(9.25016498565674 59.3418312072754)"
"3994	5E9E39BE-D02B-4798-A0DA-64971FC95464	2019/0459	20190459	N	2019-08-09	60.37167	6.716665	G	Grunnst�ting	LINDENES	POINT(6.71666479110718 60.3716659545898)"
"7415	F9FBBE24-5444-447D-8A39-BC3365E0672F	2019/0465	20190465	N	2019-08-09	59.819	5.2535	G	Grunnst�ting	SJØLIVET	POINT(5.25349998474121 59.8190002441406)"
"8183	05F79DD8-F701-4E9C-839F-CE2BE58811CC	2019/0437	20190437	N	2019-08-01	64.4893	11.42667	G	Grunnst�ting	Fritidsfartøy	POINT(11.4266653060913 64.4893035888672)"
"5523	A61ECF60-15C7-43D8-BA66-8B774FBF8444	2019/0408	20190408	N	2019-07-20	57.0445	-6.4865	G	Grunnst�ting	RONJA SUPPORTER	POINT(-6.48649978637695 57.0444984436035)"
"10068	84FD8AD6-6710-4FC3-ACBC-FEA49D2CCB66	2019/0392	20190392	N	2019-07-14	69.69096	19.04284	G	Grunnst�ting	NORTHEASTERN	POINT(19.0428447723389 69.6909637451172)"
"1170	66488AFC-9186-4F5D-BBC0-1D5EE357E126	2019/0391	20190391	N	2019-07-14	66.32032	12.99232	G	Grunnst�ting	LURØY	POINT(12.99232006073 66.3203201293945)"
"5301	FA654799-66D2-46E6-9118-85FB72174BEE	2019/0354	20190354	N	2019-06-23	62.46666	6.13333	G	Grunnst�ting	RITA	POINT(6.13332986831665 62.4666633605957)"
"6965	98575B8F-1DC6-4225-B50E-B248444B1F7A	2019/0341	20190341	N	2019-06-21	58.0545	7.771665	G	Grunnst�ting	OLJEVERN 02	POINT(7.77166509628296 58.054500579834)"
"9989	52589A25-68D4-400D-AFDC-FCC77D93EAE0	2019/0340	20190340	N	2019-06-21	65.46667	12.2	G	Grunnst�ting	TORGET	POINT(12.1999998092651 65.466667175293)"
"5803	A41F2AF2-6516-45C9-AA07-93B8FDEB2C29	2019/0332	20190332	N	2019-06-17	60.16985	1.150815	G	Grunnst�ting	HAVFJORD	POINT(1.1508150100708 60.169849395752)"
"4481	B467626A-064D-4AD5-BD1E-707E939EEF91	2019/0418	20190418	N	2019-06-17	70.65433	29.85083	G	Grunnst�ting	KRISTINE W	POINT(29.850830078125 70.6543273925781)"
"559	CBD767B0-72B3-4F4C-BB32-0E461AC787FF	2019/0310	20190310	N	2019-06-07	78.39266	14.18333	G	Grunnst�ting	REMBRANDT VAN RIJN	POINT(14.1833295822144 78.3926620483398)"
"3367	17E3C7F2-17B1-4C77-A75A-544157F6FBF8	2019/0286	20190286	N	2019-06-03	69.58538	17.86118	G	Grunnst�ting	SAFIR	POINT(17.8611793518066 69.5853805541992)"
"6975	7137F7D7-C17A-4C75-B7A0-B27BB487904A	2019/0282	20190282	N	2019-05-30	64.27682	10.28288	G	Grunnst�ting	MULTI QUALITY	POINT(10.2828798294067 64.2768173217773)"
"845	410EC94A-7246-445B-8108-15626DE1C750	2019/0276	20190276	N	2019-05-26	64.91666	10.38633	G	Grunnst�ting	STEINAR HALTBAKK	POINT(10.3863296508789 64.9166641235352)"
"5479	0407D985-EBCD-4C27-8866-8A5181374142	2019/0273	20190273	N	2019-05-23	61.37666	4.891665	G	Grunnst�ting	STADT SLØVÅG	POINT(4.89166498184204 61.3766632080078)"
"2393	986836CF-3F95-47C9-AF6A-3BCAE54DD0D4	2019/0275	20190275	J	2019-05-23	68.57633	14.854	G	Grunnst�ting	INTER NORD	POINT(14.8540000915527 68.5763320922852)"
"5981	09F12E93-606B-4AE2-94A1-980B0B5D14F2	2019/0267	20190267	N	2019-05-19	64.78958	10.70545	G	Grunnst�ting	HERMANN JR	POINT(10.7054500579834 64.7895812988281)"
"7202	34B84863-2253-408F-8405-B76E57751BC8	2019/0263	20190263	N	2019-05-16	63.7342	8.627365	G	Grunnst�ting	FRØYTIND	POINT(8.62736511230469 63.7341995239258)"
"2080	A477608E-4927-4400-9BB3-34074850A222	2019/0269	20190269	J	2019-05-16	64.50133	10.88706	G	Grunnst�ting	AQS BRAGE	POINT(10.8870649337769 64.5013275146484)"
"5691	2D29C4C6-C7E3-41B9-BA5B-905AF5F8DB3C	2019/0259	20190259	N	2019-05-13	63.95346	8.85683	G	Grunnst�ting	VETLEFJORD	POINT(8.85682964324951 63.9534645080566)"
"314	CCE8D961-8188-4964-9C3B-07E9BE0581E3	2019/0357	20190357	J	2019-04-23	58.95782	6.14304	G	Grunnst�ting	FJORDLYN	POINT(6.1430401802063 58.9578247070313)"
"1832	A6F54913-63C0-4E56-9020-2E00E74BC4EC	2019/0223	20190223	N	2019-04-23	68.20408	14.57841	G	Grunnst�ting	BUEFJORD	POINT(14.5784149169922 68.2040786743164)"
"15	B56A92F0-3455-42C1-8771-006615B391B5	2019/0218	20190218	N	2019-04-22	67.97231	15.31316	G	Grunnst�ting	STEIGEN	POINT(15.3131647109985 67.9723129272461)"
"616	FB1F121D-55D8-4574-BB82-0F8FF380D4E9	2019/0216	20190216	N	2019-04-20	57.43333	7.2	G	Grunnst�ting	RONJA VIKING	POINT(7.19999980926514 57.4333305358887)"
"4998	1B7EEF17-460C-4F09-B21C-7E8A4C3FEDF9	2019/0211	20190211	N	2019-04-15	59.208	5.929167	G	Grunnst�ting	FOLDØY	POINT(5.92916679382324 59.2080001831055)"
"7717	A5E05B79-5EE9-4C46-9840-C31EE1039F53	2019/0208	20190208	N	2019-04-11	64.537	10.74212	G	Grunnst�ting	KVERNØY	POINT(10.742115020752 64.5370025634766)"
"5820	BF768048-B910-485B-93EF-9415CAFD6842	2019/0198	20190198	N	2019-04-07	58.235	6.607665	G	Grunnst�ting	HIDRAFERJA	POINT(6.60766506195068 58.2350006103516)"
"994	9811963B-7C37-4F0E-8E05-190A2B3270C9	2019/0176	20190176	N	2019-03-20	64.73535	11.1777	G	Grunnst�ting	AQS BALDER	POINT(11.1777000427246 64.7353515625)"
"4807	37362657-2BA9-4938-9E5B-7932F19EA8C4	2019/0147	20190147	N	2019-03-12	60.0584	5.32629	G	Grunnst�ting	HUFTARØY	POINT(5.32629013061523 60.0583953857422)"
"7259	384525F0-C8C4-415B-BF6B-B872ABC51EB1	2019/0139	20190139	N	2019-03-10	56.706	10.23733	G	Grunnst�ting	SULA	POINT(10.2373304367065 56.7060012817383)"
"9304	24579DCD-37BD-49CF-B76F-EB7839A038D8	2019/0118	20190118	J	2019-02-28	69.89117	18.68183	G	Grunnst�ting	LØVENG	POINT(18.6818294525146 69.8911666870117)"
"8200	BCA13160-E974-48EE-8B72-CE7E27E02F6C	2019/0121	20190121	J	2019-02-27	61.3405	5.0595	G	Grunnst�ting	NORDFJORD	POINT(5.05950021743774 61.3404998779297)"
"7004	544D5CCC-1562-4958-B00E-B34D9203631B	2019/0075	20190075	N	2019-02-12	64.24167	10.31833	G	Grunnst�ting	AQS ÆGE	POINT(10.3183298110962 64.2416687011719)"
"1792	38E37EBD-7ECF-47E9-976F-2D01B44A10CA	2019/0065	20190065	N	2019-02-06	63.8045	8.70633	G	Grunnst�ting	FRØYFART	POINT(8.70633029937744 63.804500579834)"
"1066	1B4220C9-601A-4DE8-BE86-1AA8475C72C9	2019/0066	20190066	J	2019-02-04	55.29667	10.79	G	Grunnst�ting	UNITAR	POINT(10.789999961853 55.2966651916504)"
"4455	1341C0C8-C4D4-484F-A651-6FCAB7AA7E6C	2019/0041	20190041	N	2019-01-26	63.81833	8.61933	G	Grunnst�ting	FRØYFJORD	POINT(8.61933040618896 63.8183288574219)"
"7869	3F4C0B91-1A0A-4B26-A319-C69A1A0F7706	2019/0026	20190026	N	2019-01-20	64.57166	5.22833	G	Grunnst�ting	REFLEX	POINT(5.22833013534546 64.571662902832)"
"8109	D41E1990-51FC-44D1-A6F5-CC9E820FBFD7	2019/0033	20190033	N	2019-01-13	57.01167	-5.821115	G	Grunnst�ting	RONJA SUPERIOR	POINT(-5.82111501693726 57.0116653442383)"
"4200	B542CBC1-3185-4712-91F2-69B637D7DA5B	2019/0017	20190017	N	2019-01-12	69.58482	17.86498	G	Grunnst�ting	RINGASKJÆR	POINT(17.8649806976318 69.5848159790039)"
"2828	52BFE70A-8A37-44B3-A21E-4713F3399164	2019/0015	20190015	N	2019-01-10	59.05333	5.40333	G	Grunnst�ting	HOLMEFJORD	POINT(5.40332984924316 59.0533294677734)"
"3564	CD39DBF1-E3FB-4C69-A6E9-59F85366F50A	2019/0013	20190013	N	2019-01-08	63.09267	7.591665	G	Grunnst�ting	ELISABETH STAR	POINT(7.59166479110718 63.0926666259766)"
"973	B2CDCE50-005A-46F2-8618-186668A825C1	2019/0009	20190009	N	2019-01-05	63.91417	9.804665	G	Grunnst�ting	MULTI QUALITY	POINT(9.80466461181641 63.9141654968262)"
"7040	72E49259-5E77-4783-A8B0-B41C41C2B07A	2018/0664	20180664	N	2018-12-29	69.77381	20.52477	G	Grunnst�ting	FUGLØY	POINT(20.5247650146484 69.773811340332)"
"4869	F29D2C2E-9545-4B94-946E-7B2619A11EEA	2018/0659	20180659	N	2018-12-28	79.8979	18.0773	G	Grunnst�ting	NORTHGUIDER	POINT(18.077299118042 79.8979034423828)"
"9586	F319FA04-2D51-46A6-B808-F2F7BB034663	2018/0645	20180645	N	2018-12-10	63.11787	7.76358	G	Grunnst�ting	SUNNFJORD	POINT(7.76357984542847 63.1178665161133)"
"8773	4E344CE5-F53A-42BA-A1DB-DC7DF43DABB3	2018/0641	20180641	N	2018-12-07	58.57851	9.138705	G	Grunnst�ting	HANNIBAL	POINT(9.13870525360107 58.5785140991211)"
"8511	C666DB46-B1A6-44EE-8FD1-D61AD174052E	2018/0640	20180640	N	2018-12-07	64.91133	11.308	G	Grunnst�ting	STIG HARRY	POINT(11.3079996109009 64.9113311767578)"
"8476	269FF650-8734-480F-BBF5-D554E47D3E1E	2018/0637	20180637	N	2018-12-06	66.16416	12.85166	G	Grunnst�ting	Silver Lake	POINT(12.8516645431519 66.1641616821289)"
"6597	F3D28D71-D356-4C2D-BC10-A841631E7335	2018/0636	20180636	J	2018-12-05	60.89146	4.841665	G	Grunnst�ting	FIRDA SAVIOR	POINT(4.84166479110718 60.8914604187012)"
"2240	24B21FFA-EA78-41F3-8A8A-3800DDEFFBEE	2018/0631	20180631	J	2018-12-04	30.02554	-90.70393	G	Grunnst�ting	BOW COMPASS	POINT(-90.7039260864258 30.0255355834961)"
"3224	2DC48587-0888-4EC0-B4AE-5124F3F07287	2018/0620	20180620	N	2018-11-29	62.52433	6.2835	G	Grunnst�ting	IDAR ULSTEIN	POINT(6.28350019454956 62.5243301391602)"
"134	AC161E7D-127F-4236-BE72-036D0C3E90AD	2018/0660	20180660	N	2018-11-27	43.40166	3.72	G	Grunnst�ting	VIKING SKY	POINT(3.72000002861023 43.4016647338867)"
"5601	1525C974-CB37-4191-88EF-8DCF0AD5CDEC	2018/0619	20180619	N	2018-11-25	63.89	9.815	G	Grunnst�ting	ABRAMIS	POINT(9.8149995803833 63.8899993896484)"
"6709	FAC9D5EF-8D51-4780-BC6F-AB77EC15A118	2018/0597	20180597	N	2018-11-19	59.37333	5.21333	G	Grunnst�ting	ØYAKONGEN	POINT(5.21332979202271 59.3733291625977)"
"1381	61947C1F-A3E2-42E6-97F6-228106F505BD	2018/0586	20180586	N	2018-11-11	69.7525	30.04217	G	Grunnst�ting	PROEKT 1	POINT(30.0421657562256 69.7525024414063)"
"4286	DC73724B-5401-4524-A757-6C3381BED617	2018/0588	20180588	N	2018-11-08	68.17333	14.71667	G	Grunnst�ting	BULK TRANS	POINT(14.7166652679443 68.1733322143555)"
"5375	8438A7CA-3E94-440D-A138-87C932ECB568	2018/0583	20180583	N	2018-11-08	68.65166	16.62333	G	Grunnst�ting	OLJEVERN 02	POINT(16.6233329772949 68.6516647338867)"
"7938	0114B866-7728-43DB-8FF8-C8635E96C983	2018/0584	20180584	N	2018-11-02	70.488	26.91438	G	Grunnst�ting	OLE INGE	POINT(26.914379119873 70.4879989624023)"
"2017	29F8CD70-6CFD-4E67-975D-326A4D7DE71C	2018/0569	20180569	N	2018-10-27	62.3375	5.60833	G	Grunnst�ting	SJØGUTT	POINT(5.60832977294922 62.3375015258789)"
"6737	376837C7-1BFD-4300-A7CF-AC4BEE5474ED	2018/0558	20180558	N	2018-10-21	60.335	4.989575	G	Grunnst�ting	RONJA CARRIER	POINT(4.98957490921021 60.3349990844727)"
"2418	B4D2C740-4514-4FDD-9B2F-3C914537B358	2018/0553	20180553	N	2018-10-18	60.34666	5.176165	G	Grunnst�ting	Falkberg	POINT(5.17616510391235 60.3466644287109)"
"637	A0E05C66-160A-4260-9D77-101220134F9D	2018/0552	20180552	N	2018-10-17	59.1	10.98333	G	Grunnst�ting	Austera	POINT(10.9833297729492 59.0999984741211)"
"8256	B9098105-B6BD-4FE8-9D9A-CFA78634AD83	2018/0549	20180549	N	2018-10-15	67.23129	14.61352	G	Grunnst�ting	Kanutta	POINT(14.6135196685791 67.2312927246094)"
"6748	0F39E57B-A2C4-4897-8F96-AC9E749DCB42	2018/0543	20180543	N	2018-10-13	66.5199	12.96667	G	Grunnst�ting	TONNY	POINT(12.9666652679443 66.5198974609375)"
"9294	984DA6C2-AF72-4BDF-94F9-EB26602204A8	2018/0544	20180544	N	2018-10-13	59.15583	5.415	G	Grunnst�ting	JØSENBUEN	POINT(5.41499996185303 59.1558303833008)"
